,poem_line,nazm_name,author_name
782,سکوں دیتے ہیں ذہنوں کو دلوں کو شاد کرتے ہیں,وفا اور عشق کے رشتے بڑے خوش رنگ ہوتے ہیں,عازم کوہلی
783,خدا جانے یہ پروانے یہ مستانے یہ دیوانے,وفا اور عشق کے رشتے بڑے خوش رنگ ہوتے ہیں,عازم کوہلی
784,مروت کی محبت کی عبادت کی بلندی سے,وفا اور عشق کے رشتے بڑے خوش رنگ ہوتے ہیں,عازم کوہلی
785,کسے آواز دیتے ہیں کسے رہ رہ کے تکتے ہیں,وفا اور عشق کے رشتے بڑے خوش رنگ ہوتے ہیں,عازم کوہلی
786,یہ ناامید ہو کر بھی کبھی منکر نہیں ہوتے,وفا اور عشق کے رشتے بڑے خوش رنگ ہوتے ہیں,عازم کوہلی
787,یہ کس کی جستجو میں پست ہوتے ہیں نہ تھکتے ہیں,وفا اور عشق کے رشتے بڑے خوش رنگ ہوتے ہیں,عازم کوہلی
788,یہ رہ رہ کر دور بھی اک دوسرے کے سنگ ہوتے ہیں,وفا اور عشق کے رشتے بڑے خوش رنگ ہوتے ہیں,عازم کوہلی
789,وفا اور عشق کے رشتے بڑے خوش رنگ ہوتے ہیں,وفا اور عشق کے رشتے بڑے خوش رنگ ہوتے ہیں,عازم کوہلی
790,وہ آیا شہر کی طرف,پاگل,عباس تابش
791,اک اس کی چاپ کی کھنک,پاگل,عباس تابش
792,قیام روز عشق کی پکار تھی,پاگل,عباس تابش
793,کہ برگ و بار خاک کا فشار تھی,پاگل,عباس تابش
794,وہ آیا شہر کی طرف,پاگل,عباس تابش
795,لپک کے اینٹ کی طرف,پاگل,عباس تابش
796,وہ اس طرح بڑھا کہ جیسے نان خشک پر کوئی,پاگل,عباس تابش
797,سگ گرسنہ گر پڑے,پاگل,عباس تابش
798,وہ گالیوں بھری زباں گلی گلی چھلک پڑی,پاگل,عباس تابش
799,ہر ایک جیب اس کی انگلیوں سے تار تار تھی,پاگل,عباس تابش
800,کہ اس کی تھوتھنی سے پھوٹتی گمک,پاگل,عباس تابش
801,قیام روز عشق کی پکار تھی,پاگل,عباس تابش
802,وہ گالیوں بھری زباں مرا لباس گندگی سے بھر گئی,پاگل,عباس تابش
803,نہ جانے کتنے لوگ,پاگل,عباس تابش
804,اس کے دست دشنہ دار سے گزر گئے,پاگل,عباس تابش
805,حیات پار کر گئے,پاگل,عباس تابش
806,وہ بے ہنر سبک تنی سے ڈر گیا,پاگل,عباس تابش
807,سب اس کی رہ سے ہٹ گئے,پاگل,عباس تابش
808,تو اس نے اپنی روح کی برہنگی,پاگل,عباس تابش
809,زمین ماہ کی طرف اچھال دی,پاگل,عباس تابش
810,کہ یہ ہنر اسی کا تھا,پاگل,عباس تابش
811,درد کے گہرے سناٹے میں,دستک,آسناتھ کنول
812,قریۂ جاں کے,دستک,آسناتھ کنول
813,بند کواڑ پہ دستک دے کر,دستک,آسناتھ کنول
814,ہلکی سی سرگوشی کر کے,دستک,آسناتھ کنول
815,کوئی تو پوچھے,دستک,آسناتھ کنول
816,اب تک زندہ رہنے والو,دستک,آسناتھ کنول
817,ہجر کے گہرے سناٹوں میں,دستک,آسناتھ کنول
818,اپنے آپ سے بچھڑے لوگو,دستک,آسناتھ کنول
819,کیسے زندہ رہ لیتے ہو,دستک,آسناتھ کنول
820,یوں ہی ای میل سے آ جاتے ہیں سادہ سے خطوط,ای میل,عبدالقادر
821,سادگی اتنی کہ خوشبو نہ وے رنگ لئے,ای میل,عبدالقادر
822,ہاں وہی رنگ جو تیرے لب و رخسار کا ہے,ای میل,عبدالقادر
823,اب تو کاغذ پہ کوئی نقش ابھرتا ہی نہیں,ای میل,عبدالقادر
824,ہاں وہی نقش تیرے مہندی لگے ہاتھوں کا,ای میل,عبدالقادر
825,اب کسی حرف سے آتی نہیں خوشبو تیری,ای میل,عبدالقادر
826,کیسے الفاظ ہیں یہ جو تیری سانسوں کی مہک,ای میل,عبدالقادر
827,بن سمیٹے ہوئے چپ چاپ چلے آتے ہیں,ای میل,عبدالقادر
828,اتنی چپ چاپ کہ آہٹ بھی نہیں مل پاتی,ای میل,عبدالقادر
829,کم سے کم دیکھیے آواز دیا کرتا تھا,ای میل,عبدالقادر
830,اور اب ہم یہاں لوگوں کیا کرتے ہیں,ای میل,عبدالقادر
831,خط کے پہلو میں اب آتا ہی نہیں زلف کا بال,ای میل,عبدالقادر
832,اب تو محسوس نہیں ہوتی زبان تسلیم,ای میل,عبدالقادر
833,اب تو اسکرین پہ آداب لیا کرتے ہیں,ای میل,عبدالقادر
834,اب فقط ڈھونڈھ کے رہ جاتے ہیں صورت تیری,ای میل,عبدالقادر
835,اب تو بس تو ہی سمجھتا ہے ضرورت میری,ای میل,عبدالقادر
836,اے نئے دور یہ ای میل مبارک ہو تجھے,ای میل,عبدالقادر
837,یہ ترقی کا نیا طور مبارک ہو تجھے,ای میل,عبدالقادر
838,دل سلگتا ہے مگر دیکھ دھواں بھی تو نہیں,ای میل,عبدالقادر
839,ہونٹ رکھوں تو کہاں پیروں کے نشاں بھی تو نہیں,ای میل,عبدالقادر
840,دل کے بہلانے کو ان باکس میں گھوم آتا ہوں,ای میل,عبدالقادر
841,عین ممکن ہے تیرا میل کوئی آیا ہو,ای میل,عبدالقادر
842,گرچہ آیا بھی تو معلوم ہے کیا لائے گا,ای میل,عبدالقادر
843,اک تسلی تیرا پیغام کوئی لایا ہو,ای میل,عبدالقادر
844,جان کر زہر بھی ہم زہر پئے دیتے ہیں,ای میل,عبدالقادر
845,جانے کیوں پیج کو ریفریش کئے دیتے ہیں,ای میل,عبدالقادر
846,میل کھلتے ہی میرا سارا بھرم ٹوٹ گیا,ای میل,عبدالقادر
847,دیکھیے کیا تو ہمیشہ کہ لئے چھوٹ گیا,ای میل,عبدالقادر
848,تشنگی پھر سے وہی پھر سے وہی بے چینی,ای میل,عبدالقادر
849,ہونٹ رکھوں تو کہاں پر کہ نشاں بھی تو نہیں,ای میل,عبدالقادر
850,زمین,سیاروں کی محفل,عبدالقادر
851,مری نظروں میں اے مریخ تیرا درجہ اعلیٰ ہے,سیاروں کی محفل,عبدالقادر
852,بلندی پر تو رہتا ہے تری قسمت بھی بالا ہے,سیاروں کی محفل,عبدالقادر
853,مریخ,سیاروں کی محفل,عبدالقادر
854,بلندی اور پستی کا کبھی دھوکا نہیں کھائیں,سیاروں کی محفل,عبدالقادر
855,زمیں اوپر دکھائی دے اگر مریخ پر آئیں,سیاروں کی محفل,عبدالقادر
856,زمین,سیاروں کی محفل,عبدالقادر
857,تجھے مانا ہے دیوتا جنگ کا نادان لوگوں نے,سیاروں کی محفل,عبدالقادر
858,تباہی کا دیا الزام تجھ کو روم والوں نے,سیاروں کی محفل,عبدالقادر
859,تجھے بھارت کے دانشور سدا منحوس کہتے ہیں,سیاروں کی محفل,عبدالقادر
860,تجھے کہتے رہے منگل کبھی جلاد کہتے ہیں,سیاروں کی محفل,عبدالقادر
861,بتا اے سرخ سیارے ترے حالات کیسے ہیں,سیاروں کی محفل,عبدالقادر
862,ترے تالاب کیسے ہیں ترے باغات کیسے ہیں,سیاروں کی محفل,عبدالقادر
863,ترے پاکیزہ دامن میں مناظر کیسے کیسے ہیں,سیاروں کی محفل,عبدالقادر
864,تری آغوش کے اندر نوادر کیسے کیسے ہیں,سیاروں کی محفل,عبدالقادر
865,مریخ,سیاروں کی محفل,عبدالقادر
866,نہیں مریخ پر جھیلیں نہ چشمہ ہی ابلتا ہے,سیاروں کی محفل,عبدالقادر
867,سمندر ہے نہ دریا ہے نہ کوئی موتی ملتا ہے,سیاروں کی محفل,عبدالقادر
868,نہ بلبل کے ترانے ہیں نہ کوئی گل مہکتا ہے,سیاروں کی محفل,عبدالقادر
869,پرندہ بھی نہیں کوئی خوشی سے جو چہکتا ہے,سیاروں کی محفل,عبدالقادر
870,یہاں جگنو نہیں کوئی جو ظلمت میں چمکتا ہے,سیاروں کی محفل,عبدالقادر
871,نہ ہیرا اور نیلم ہے ہمیشہ جو دمکتا ہے,سیاروں کی محفل,عبدالقادر
872,ہوا کا کوئی جھونکا ہے نہ سبزہ لہلہاتا ہے,سیاروں کی محفل,عبدالقادر
873,نہ بطخوں کی قطاریں ہیں نہ طائر چہچہاتا ہے,سیاروں کی محفل,عبدالقادر
874,نسیم صبح چلتی ہے نہ بادل اور پانی ہے,سیاروں کی محفل,عبدالقادر
875,نہ گلشن ہے یہاں کوئی نہ موجوں کی روانی ہے,سیاروں کی محفل,عبدالقادر
876,مرے قطبین کو دیکھو وہاں یخ بستہ پانی ہے,سیاروں کی محفل,عبدالقادر
877,یہی پانی یہاں پر زندگانی کی نشانی ہے,سیاروں کی محفل,عبدالقادر
878,زمیں کے لوگ کہتے ہیں کہ نہروں کی روانی ہے,سیاروں کی محفل,عبدالقادر
879,حقیقت میں نہیں ایسا فقط جھوٹی کہانی ہے,سیاروں کی محفل,عبدالقادر
880,یہاں صورت نظر آتی ہے آبشاروں کی,سیاروں کی محفل,عبدالقادر
881,نظر آتی ہے کثرت ہر طرف سنگلاخ غاروں کی,سیاروں کی محفل,عبدالقادر
882,یہاں ہے گہرا سناٹا خموشی کی حکومت ہے,سیاروں کی محفل,عبدالقادر
883,فضا بھی خشک ہے میری نہیں کوئی رطوبت ہے,سیاروں کی محفل,عبدالقادر
884,زمین,سیاروں کی محفل,عبدالقادر
885,شریک بزم ہو مسٹر عطارد تم بھی کچھ بولو,سیاروں کی محفل,عبدالقادر
886,زباں پر لگ گیا تالا تو اس محفل میں تم کھولو,سیاروں کی محفل,عبدالقادر
887,عطارد,سیاروں کی محفل,عبدالقادر
888,پڑوسی ہوں میں سورج کا نمونہ ہوں جہنم کا,سیاروں کی محفل,عبدالقادر
889,یہاں شدت کی گرمی ہے تو ممکن ہی نہیں جینا,سیاروں کی محفل,عبدالقادر
890,زمین,سیاروں کی محفل,عبدالقادر
891,مرے نزدیک ہو زہرہ بہت رخشندہ سیارہ,سیاروں کی محفل,عبدالقادر
892,یہاں سب لوگ کہتے ہیں کہ تم ہو صبح کا تارہ,سیاروں کی محفل,عبدالقادر
893,زہرہ,سیاروں کی محفل,عبدالقادر
894,منور میرا چہرہ ہے میں گرمی کا مارا ہوں,سیاروں کی محفل,عبدالقادر
895,زمیں ہے مجھ کو پیاری میں زمیں والوں کا پیارا ہوں,سیاروں کی محفل,عبدالقادر
896,زمین,سیاروں کی محفل,عبدالقادر
897,عظیم الشان جثہ ہے ہماری منتری تم ہو,سیاروں کی محفل,عبدالقادر
898,جسے زیبا ہے سرداری وہ بے شک مشتری تم ہو,سیاروں کی محفل,عبدالقادر
899,مشتری,سیاروں کی محفل,عبدالقادر
900,بڑا ہے جسم میرا اور زینت کچھ نہیں مجھ میں,سیاروں کی محفل,عبدالقادر
901,بڑا سا گول گپا ہوں صباحت کچھ نہیں مجھ میں,سیاروں کی محفل,عبدالقادر
902,زمین,سیاروں کی محفل,عبدالقادر
903,ہماری انجمن میں اے زحل تم ہی نرالے ہو,سیاروں کی محفل,عبدالقادر
904,تمہارے گرد حلقہ ہے انوکھی شکل والے ہو,سیاروں کی محفل,عبدالقادر
905,زحل,سیاروں کی محفل,عبدالقادر
906,گلے میں طوق ہے میرے مری صورت نرالی ہے,سیاروں کی محفل,عبدالقادر
907,اگر نزدیک سے دیکھیں تو یہ شے تیز آندھی ہے,سیاروں کی محفل,عبدالقادر
908,نظر آتا ہے جو حلقہ وہ ہیں چھوٹے بڑے پتھر,سیاروں کی محفل,عبدالقادر
909,لگاتے ہیں بڑی تعداد میں چاروں طرف چکر,سیاروں کی محفل,عبدالقادر
910,زمین,سیاروں کی محفل,عبدالقادر
911,مرے دو بھائی ہیں آگے تمہارا حال کیسا ہے,سیاروں کی محفل,عبدالقادر
912,وہاں ہے کیفیت کیسی وہاں ماحول کیسا ہے,سیاروں کی محفل,عبدالقادر
913,یورینس,سیاروں کی محفل,عبدالقادر
914,یہاں شدت کی سردی ہے لہٰذا میں بھی ٹھنڈا ہوں,سیاروں کی محفل,عبدالقادر
